timestamp_utc,glucose_mmol_l,glucose_neural,neural_valid,heart_rate_bpm,hrv_rmssd,is_outdoor,temperature_c,aqi,event_type,sensitivity_mult,meal_carbs,insulin_units
2026-04-24T23:10:00+00:00,6.762,6.568,1,69,47.03,0,15.3,69.0,ROUTINE,1.079,0.0,0
2026-04-24T23:15:00+00:00,6.658,6.817,1,69,46.96,0,16.6,65.1,ROUTINE,1.074,0.0,0
2026-04-24T23:20:00+00:00,6.689,6.236,1,69,47.15,0,15.3,56.6,ROUTINE,1.065,0.0,0
2026-04-24T23:25:00+00:00,6.463,6.753,1,69,47.09,0,17.0,60.8,ROUTINE,1.068,0.0,0
2026-04-24T23:30:00+00:00,6.305,5.616,1,68,47.52,0,15.4,75.0,ROUTINE,1.08,0.0,0
2026-04-24T23:35:00+00:00,6.321,5.898,1,68,47.81,0,15.3,69.3,ROUTINE,1.074,0.0,0
2026-04-24T23:40:00+00:00,6.098,6.239,1,68,47.78,0,16.6,68.8,ROUTINE,1.072,0.0,0
2026-04-24T23:45:00+00:00,5.901,5.222,1,68,48.2,0,15.1,68.5,ROUTINE,1.071,0.0,0
2026-04-24T23:50:00+00:00,5.745,5.315,1,67,48.57,0,14.0,66.8,ROUTINE,1.069,0.0,0
2026-04-24T23:55:00+00:00,5.57,5.031,1,67,48.86,0,15.3,65.6,ROUTINE,1.066,0.0,0
2026-04-25T00:00:00+00:00,5.621,4.754,1,67,49.23,0,14.3,73.2,ROUTINE,1.126,0.0,0
2026-04-25T00:05:00+00:00,5.727,5.523,1,67,49.13,0,15.8,67.9,ROUTINE,1.12,0.0,0
2026-04-25T00:10:00+00:00,5.897,5.622,1,67,48.92,0,16.2,61.1,ROUTINE,1.113,0.0,0
2026-04-25T00:15:00+00:00,6.073,6.257,1,67,48.61,0,14.7,80.1,ROUTINE,1.13,0.0,0
2026-04-25T00:20:00+00:00,6.096,6.545,1,67,48.27,0,14.9,61.1,ROUTINE,1.111,0.0,0
2026-04-25T00:25:00+00:00,6.077,6.806,1,67,48.24,0,14.1,71.0,ROUTINE,1.119,0.0,0
2026-04-25T00:30:00+00:00,6.106,6.654,1,67,48.27,0,14.6,67.3,ROUTINE,1.115,0.0,0
2026-04-25T00:35:00+00:00,6.127,6.544,1,67,48.22,0,14.5,71.6,ROUTINE,1.118,0.0,0
2026-04-25T00:40:00+00:00,6.041,6.487,1,67,48.17,0,12.5,63.7,ROUTINE,1.11,0.0,0
2026-04-25T00:45:00+00:00,6.118,5.918,1,67,48.34,0,14.2,71.7,ROUTINE,1.117,0.0,0
2026-04-25T00:50:00+00:00,6.217,6.314,1,67,48.19,0,13.9,68.0,ROUTINE,1.112,0.0,0
2026-04-25T00:55:00+00:00,6.109,6.339,1,67,48.01,0,15.4,73.7,ROUTINE,1.117,0.0,0
2026-04-25T01:00:00+00:00,5.875,5.883,1,67,48.2,0,15.7,63.3,ROUTINE,1.106,0.0,0
2026-04-25T01:05:00+00:00,5.704,5.217,1,66,48.65,0,13.8,72.8,ROUTINE,1.115,0.0,0
2026-04-25T01:10:00+00:00,5.901,5.213,1,66,48.97,0,13.2,69.9,ROUTINE,1.111,0.0,0
2026-04-25T01:15:00+00:00,5.665,5.717,1,66,48.59,0,13.4,57.5,ROUTINE,1.099,0.0,0
2026-04-25T01:20:00+00:00,5.57,4.925,1,66,49.03,0,14.2,61.8,ROUTINE,1.102,0.0,0
2026-04-25T01:25:00+00:00,5.501,5.445,1,66,49.21,0,13.0,63.6,ROUTINE,1.103,0.0,0
2026-04-25T01:30:00+00:00,5.433,5.31,1,65,49.35,0,13.6,72.0,ROUTINE,1.111,0.0,0
2026-04-25T01:35:00+00:00,5.422,5.204,1,65,49.46,0,14.6,56.7,ROUTINE,1.096,0.0,0
2026-04-25T01:40:00+00:00,5.351,5.479,1,65,49.49,0,12.6,66.5,ROUTINE,1.104,0.0,0
2026-04-25T01:45:00+00:00,5.342,5.111,1,65,49.62,0,13.2,66.8,ROUTINE,1.104,0.0,0
2026-04-25T01:50:00+00:00,5.152,5.5,1,65,49.64,0,13.8,66.2,ROUTINE,1.103,0.0,0
2026-04-25T01:55:00+00:00,5.468,4.62,1,65,50.0,0,13.9,65.8,ROUTINE,1.102,0.0,0
2026-04-25T02:00:00+00:00,5.561,5.611,1,65,49.41,0,15.0,72.9,ROUTINE,1.108,0.0,0
2026-04-25T02:05:00+00:00,5.482,5.751,1,65,49.22,0,13.9,57.1,ROUTINE,1.093,0.0,0
2026-04-25T02:10:00+00:00,5.69,5.63,1,65,49.38,0,13.4,64.7,ROUTINE,1.1,0.0,0
2026-04-25T02:15:00+00:00,5.597,6.043,1,65,48.99,0,14.7,73.1,ROUTINE,1.108,0.0,0
2026-04-25T02:20:00+00:00,5.838,5.804,1,65,49.17,0,13.9,71.5,ROUTINE,1.106,0.0,0
2026-04-25T02:25:00+00:00,5.806,6.226,1,66,48.72,0,14.8,71.5,ROUTINE,1.105,0.0,0
2026-04-25T02:30:00+00:00,5.905,6.138,1,66,48.77,0,15.7,67.2,ROUTINE,1.101,0.0,0
2026-04-25T02:35:00+00:00,5.84,6.364,1,66,48.58,0,14.7,65.2,ROUTINE,1.099,0.0,0
2026-04-25T02:40:00+00:00,5.767,5.978,1,66,48.71,0,16.0,65.0,ROUTINE,1.098,0.0,0
2026-04-25T02:45:00+00:00,5.794,5.917,1,65,48.85,0,13.6,71.6,ROUTINE,1.104,0.0,0
2026-04-25T02:50:00+00:00,5.586,5.889,1,65,48.81,0,14.2,63.9,ROUTINE,1.097,0.0,0
2026-04-25T02:55:00+00:00,5.621,4.953,1,65,49.2,0,14.6,59.8,ROUTINE,1.093,0.0,0
2026-04-25T03:00:00+00:00,5.671,5.801,1,65,49.14,0,14.1,65.6,ROUTINE,1.098,0.0,0
2026-04-25T03:05:00+00:00,5.987,5.582,1,65,49.06,0,14.8,65.9,ROUTINE,1.099,0.0,0
2026-04-25T03:10:00+00:00,6.0,6.143,1,66,48.48,0,15.0,68.4,ROUTINE,1.101,0.0,0
2026-04-25T03:15:00+00:00,6.02,6.284,1,66,48.45,0,14.3,71.2,ROUTINE,1.104,0.0,0
2026-04-25T03:20:00+00:00,5.859,6.513,1,66,48.42,0,15.9,67.9,ROUTINE,1.1,0.0,0
2026-04-25T03:25:00+00:00,6.013,5.68,1,66,48.77,0,16.4,72.3,ROUTINE,1.105,0.0,0
2026-04-25T03:30:00+00:00,5.919,6.355,1,66,48.52,0,16.1,69.0,ROUTINE,1.102,0.0,0
2026-04-25T03:35:00+00:00,5.881,5.81,1,66,48.64,0,13.9,64.1,ROUTINE,1.097,0.0,0
2026-04-25T03:40:00+00:00,5.977,5.974,1,66,48.81,0,14.5,71.7,ROUTINE,1.104,0.0,0
2026-04-25T03:45:00+00:00,5.872,5.985,1,66,48.61,0,15.2,70.2,ROUTINE,1.103,0.0,0
2026-04-25T03:50:00+00:00,5.869,5.627,1,66,48.83,0,14.0,69.7,ROUTINE,1.103,0.0,0
2026-04-25T03:55:00+00:00,6.018,6.013,1,66,48.88,0,14.4,68.5,ROUTINE,1.102,0.0,0
2026-04-25T04:00:00+00:00,6.211,6.098,1,66,48.91,0,16.0,80.2,ROUTINE,1.113,0.0,0
2026-04-25T04:05:00+00:00,6.034,6.48,1,66,48.56,0,15.7,62.4,ROUTINE,1.097,0.0,0
2026-04-25T04:10:00+00:00,5.965,5.769,1,66,48.76,0,17.1,71.2,ROUTINE,1.105,0.0,0
2026-04-25T04:15:00+00:00,6.028,6.297,1,65,49.22,0,14.4,68.0,ROUTINE,1.102,0.0,0
2026-04-25T04:20:00+00:00,5.91,6.158,1,66,48.71,0,15.7,73.3,ROUTINE,1.108,0.0,0
2026-04-25T04:25:00+00:00,5.655,5.627,1,65,49.33,0,17.4,75.6,ROUTINE,1.11,0.0,0
2026-04-25T04:30:00+00:00,5.381,4.898,1,65,50.0,0,16.3,70.3,ROUTINE,1.106,0.0,0
2026-04-25T04:35:00+00:00,5.532,4.43,1,65,50.0,0,17.9,66.4,ROUTINE,1.102,0.0,0
2026-04-25T04:40:00+00:00,5.228,5.349,1,65,50.0,0,16.4,70.1,ROUTINE,1.106,0.0,0
2026-04-25T04:45:00+00:00,4.972,4.151,1,65,50.0,0,16.2,68.9,ROUTINE,1.106,0.0,0
2026-04-25T04:50:00+00:00,5.35,4.444,1,65,50.0,0,15.8,70.8,ROUTINE,1.108,0.0,0
2026-04-25T04:55:00+00:00,5.442,5.29,1,65,50.0,0,16.8,67.8,ROUTINE,1.106,0.0,0
2026-04-25T05:00:00+00:00,5.572,5.655,1,65,50.0,0,18.1,63.3,ROUTINE,1.102,0.0,0
2026-04-25T05:05:00+00:00,5.727,6.213,1,65,50.0,0,16.7,62.8,ROUTINE,1.102,0.0,0
2026-04-25T05:10:00+00:00,6.088,6.336,1,65,50.0,0,17.7,64.2,ROUTINE,1.104,0.0,0
2026-04-25T05:15:00+00:00,6.008,7.049,1,65,50.0,0,16.1,71.8,ROUTINE,1.112,0.0,0
2026-04-25T05:20:00+00:00,6.122,6.504,1,65,50.0,0,16.7,74.6,ROUTINE,1.115,0.0,0
2026-04-25T05:25:00+00:00,6.119,7.019,1,65,50.0,0,16.5,68.1,ROUTINE,1.109,0.0,0
2026-04-25T05:30:00+00:00,6.184,6.608,1,66,50.0,0,16.7,76.9,ROUTINE,1.118,0.0,0
2026-04-25T05:35:00+00:00,6.345,6.57,1,66,50.0,0,16.9,70.4,ROUTINE,1.113,0.0,0
2026-04-25T05:40:00+00:00,6.506,6.593,1,66,50.0,0,15.5,83.7,ROUTINE,1.126,0.0,0
2026-04-25T05:45:00+00:00,6.534,6.828,1,66,50.0,0,13.8,69.8,ROUTINE,1.114,0.0,0
2026-04-25T05:50:00+00:00,6.694,6.937,1,66,50.0,0,16.7,72.1,ROUTINE,1.117,0.0,0
2026-04-25T05:55:00+00:00,6.554,7.127,1,66,50.0,0,18.3,73.1,ROUTINE,1.118,0.0,0
2026-04-25T06:00:00+00:00,6.465,6.526,1,66,50.0,0,17.3,58.9,ROUTINE,1.106,0.0,0
2026-04-25T06:05:00+00:00,6.451,6.464,1,66,50.0,0,17.1,72.4,ROUTINE,1.119,0.0,0
2026-04-25T06:10:00+00:00,6.468,6.47,1,66,50.0,0,16.9,60.3,ROUTINE,1.109,0.0,0
2026-04-25T06:15:00+00:00,6.381,6.486,1,66,50.0,0,17.9,67.9,ROUTINE,1.117,0.0,0
2026-04-25T06:20:00+00:00,6.558,6.042,1,66,50.0,0,19.4,67.1,ROUTINE,1.117,0.0,0
2026-04-25T06:25:00+00:00,6.542,6.628,1,66,50.0,0,20.0,80.3,ROUTINE,1.13,0.0,0
2026-04-25T06:30:00+00:00,6.315,6.641,1,66,50.0,0,20.2,65.1,ROUTINE,1.117,0.0,0
2026-04-25T06:35:00+00:00,6.144,5.747,1,67,50.0,0,19.2,69.9,ROUTINE,1.122,0.0,0
2026-04-25T06:40:00+00:00,6.085,5.781,1,67,50.0,0,20.2,64.4,ROUTINE,1.118,0.0,0
2026-04-25T06:45:00+00:00,6.193,5.757,1,67,50.0,0,21.0,66.8,ROUTINE,1.121,0.0,0
2026-04-25T06:50:00+00:00,6.304,5.998,1,67,50.0,0,19.2,72.6,ROUTINE,1.128,0.0,0
2026-04-25T06:55:00+00:00,6.366,6.254,1,67,50.0,0,20.3,71.7,ROUTINE,1.128,0.0,0
2026-04-25T07:00:00+00:00,6.358,6.554,1,67,50.0,0,20.2,76.4,ROUTINE,1.133,0.0,0
2026-04-25T07:05:00+00:00,6.379,6.742,1,70,46.25,0,20.9,76.9,ROUTINE,1.135,0.0,0
2026-04-25T07:10:00+00:00,6.366,6.727,1,67,50.0,0,19.8,63.5,ROUTINE,1.123,0.0,0
2026-04-25T07:15:00+00:00,6.437,6.589,1,67,50.0,0,21.0,72.2,ROUTINE,1.132,0.0,0
2026-04-25T07:20:00+00:00,6.416,6.695,1,67,50.0,0,19.4,72.9,ROUTINE,1.134,0.0,0
2026-04-25T07:25:00+00:00,6.277,6.545,1,69,48.31,0,20.8,76.8,ROUTINE,1.139,0.0,0
2026-04-25T07:30:00+00:00,6.255,5.915,1,68,50.0,0,21.1,68.9,ROUTINE,1.132,0.0,0
2026-04-25T07:35:00+00:00,6.309,6.334,1,68,50.0,0,22.4,70.6,ROUTINE,1.133,0.0,0
2026-04-25T07:40:00+00:00,6.117,6.213,1,68,50.0,0,21.5,72.7,ROUTINE,1.138,0.0,0
2026-04-25T07:45:00+00:00,6.101,5.491,1,68,50.0,0,20.4,70.2,ROUTINE,1.137,0.0,0
2026-04-25T07:50:00+00:00,6.045,6.059,1,68,50.0,0,21.1,71.2,ROUTINE,1.139,0.0,0
2026-04-25T07:55:00+00:00,6.135,5.781,1,68,50.0,0,20.4,76.1,ROUTINE,1.145,0.0,0
2026-04-25T08:00:00+00:00,5.93,6.127,1,69,49.57,0,20.1,77.7,ROUTINE,1.147,0.0,0
2026-04-25T08:05:00+00:00,5.963,5.214,1,69,49.57,0,22.8,72.7,ROUTINE,1.138,0.0,0
2026-04-25T08:10:00+00:00,6.158,6.208,1,69,49.72,0,24.0,79.2,ROUTINE,1.138,0.0,0
2026-04-25T08:15:00+00:00,6.22,6.19,1,69,50.0,0,20.9,81.1,ROUTINE,1.154,0.0,0
2026-04-25T08:20:00+00:00,6.335,6.442,1,69,48.95,0,23.0,77.5,ROUTINE,1.145,0.0,0
2026-04-25T08:25:00+00:00,6.322,6.583,1,69,49.12,0,21.0,73.7,ROUTINE,1.149,0.0,0
2026-04-25T08:30:00+00:00,6.369,6.74,1,70,48.64,0,23.1,75.7,ROUTINE,1.145,0.0,0
2026-04-25T08:35:00+00:00,6.413,6.688,1,70,48.26,0,23.8,75.4,ROUTINE,1.141,0.0,0
2026-04-25T08:40:00+00:00,6.261,6.715,1,70,48.3,0,24.7,73.9,ROUTINE,1.135,0.0,0
2026-04-25T08:45:00+00:00,6.235,5.98,1,71,48.29,0,22.8,76.5,ROUTINE,1.152,0.0,0
2026-04-25T08:50:00+00:00,6.247,6.385,1,70,48.63,0,23.5,73.4,ROUTINE,1.145,0.0,0
2026-04-25T08:55:00+00:00,6.263,6.26,1,71,48.1,0,23.1,76.9,ROUTINE,1.152,0.0,0
2026-04-25T09:00:00+00:00,6.386,6.297,1,71,48.35,0,25.2,71.3,ROUTINE,1.134,0.0,0
2026-04-25T09:05:00+00:00,6.175,6.328,1,71,47.95,0,24.2,80.2,ROUTINE,1.151,0.0,0
2026-04-25T09:10:00+00:00,6.105,5.551,1,71,48.19,0,24.9,75.1,ROUTINE,1.142,0.0,0
2026-04-25T09:15:00+00:00,6.158,6.032,1,71,48.42,0,25.8,72.8,ROUTINE,1.135,0.0,0
2026-04-25T09:20:00+00:00,6.246,6.104,1,71,48.3,0,25.7,77.2,ROUTINE,1.141,0.0,0
2026-04-25T09:25:00+00:00,6.296,6.262,1,72,48.12,0,26.8,77.9,ROUTINE,1.135,0.0,0
2026-04-25T09:30:00+00:00,6.299,6.403,1,72,47.96,0,25.4,83.3,ROUTINE,1.151,0.0,0
2026-04-25T09:35:00+00:00,6.387,6.532,1,72,47.95,0,25.5,69.5,ROUTINE,1.138,0.0,0
2026-04-25T09:40:00+00:00,6.259,6.687,1,72,47.76,0,24.8,67.9,ROUTINE,1.142,0.0,0
2026-04-25T09:45:00+00:00,6.447,6.087,1,72,48.0,0,27.0,76.6,ROUTINE,1.137,0.0,0
2026-04-25T09:50:00+00:00,6.585,6.779,1,72,47.64,0,27.1,82.4,ROUTINE,1.144,0.0,0
2026-04-25T09:55:00+00:00,6.621,6.77,1,73,47.35,0,25.6,79.0,ROUTINE,1.151,0.0,0
2026-04-25T10:00:00+00:00,6.495,7.01,1,73,47.31,0,24.6,76.9,ROUTINE,1.157,0.0,0
2026-04-25T10:05:00+00:00,6.504,6.331,1,73,47.53,0,27.3,85.7,ROUTINE,1.149,0.0,0
2026-04-25T10:10:00+00:00,6.646,6.86,1,73,47.51,0,25.8,68.8,ROUTINE,1.143,0.0,0
2026-04-25T10:15:00+00:00,6.617,6.715,1,73,47.24,0,27.4,84.7,ROUTINE,1.149,0.0,0
2026-04-25T10:20:00+00:00,6.701,6.768,1,73,47.29,0,25.7,78.5,ROUTINE,1.156,0.0,0
2026-04-25T10:25:00+00:00,6.573,6.868,1,74,47.12,0,27.4,76.7,ROUTINE,1.143,0.0,0
2026-04-25T10:30:00+00:00,6.289,6.359,1,74,47.36,0,27.6,73.4,ROUTINE,1.14,0.0,0
2026-04-25T10:35:00+00:00,6.225,5.491,1,73,47.89,0,28.7,72.3,ROUTINE,1.133,0.0,0
2026-04-25T10:40:00+00:00,6.331,6.05,1,73,48.0,0,28.8,69.3,ROUTINE,1.13,0.0,0
2026-04-25T10:45:00+00:00,6.563,6.028,1,73,47.81,0,27.4,74.9,ROUTINE,1.146,0.0,0
2026-04-25T10:50:00+00:00,6.765,6.534,1,74,47.37,0,28.0,73.2,ROUTINE,1.141,0.0,0
2026-04-25T10:55:00+00:00,6.743,6.947,1,74,47.0,0,26.5,74.0,ROUTINE,1.153,0.0,0
2026-04-25T11:00:00+00:00,6.779,7.297,1,74,47.04,0,26.3,68.4,ROUTINE,1.149,0.0,0
2026-04-25T11:05:00+00:00,6.79,7.358,1,75,46.98,0,26.1,73.7,ROUTINE,1.157,0.0,0
2026-04-25T11:10:00+00:00,6.715,7.303,1,75,46.95,0,27.3,76.5,ROUTINE,1.153,0.0,0
2026-04-25T11:15:00+00:00,6.791,6.787,1,75,47.09,0,27.6,69.0,ROUTINE,1.144,0.0,0
2026-04-25T11:20:00+00:00,6.432,6.995,1,75,46.95,0,28.5,79.5,ROUTINE,1.15,0.0,0
2026-04-25T11:25:00+00:00,6.196,5.384,1,74,47.62,0,29.0,78.2,ROUTINE,1.146,0.0,0
2026-04-25T11:30:00+00:00,6.589,5.634,1,74,48.07,0,27.4,71.6,ROUTINE,1.151,0.0,0
2026-04-25T11:35:00+00:00,6.349,6.218,1,75,47.33,0,27.4,75.6,ROUTINE,1.156,0.0,0
2026-04-25T11:40:00+00:00,6.327,5.523,1,74,47.78,0,27.4,72.0,ROUTINE,1.153,0.0,0
2026-04-25T11:45:00+00:00,6.228,6.463,1,75,47.83,0,26.4,78.6,ROUTINE,1.167,0.0,0
2026-04-25T11:50:00+00:00,6.325,5.915,1,74,48.01,0,28.7,78.2,ROUTINE,1.152,0.0,0
2026-04-25T11:55:00+00:00,6.41,6.559,1,75,47.82,0,30.7,78.7,ROUTINE,1.14,0.0,0
2026-04-25T12:00:00+00:00,6.311,6.53,1,75,47.66,0,29.6,73.0,ROUTINE,1.142,0.0,0
2026-04-25T12:05:00+00:00,6.336,6.278,1,75,47.85,0,29.2,85.6,ROUTINE,1.159,0.0,0
2026-04-25T12:10:00+00:00,6.188,6.641,1,75,47.81,0,28.0,85.9,ROUTINE,1.168,0.0,0
2026-04-25T12:15:00+00:00,6.193,5.874,1,75,48.08,0,29.8,76.8,ROUTINE,1.147,0.0,0
2026-04-25T12:20:00+00:00,6.29,6.402,1,75,48.07,0,29.7,77.1,ROUTINE,1.149,0.0,0
2026-04-25T12:25:00+00:00,6.054,6.313,1,75,47.88,0,31.5,80.4,ROUTINE,1.141,0.0,0
2026-04-25T12:30:00+00:00,6.098,5.307,1,75,48.33,0,29.1,76.3,ROUTINE,1.153,0.0,0
2026-04-25T12:35:00+00:00,6.399,6.324,1,75,48.25,0,31.6,86.9,ROUTINE,1.148,0.0,0
2026-04-25T12:40:00+00:00,6.268,6.33,1,75,47.69,0,27.8,67.2,ROUTINE,1.154,0.0,0
2026-04-25T12:45:00+00:00,6.214,6.043,1,75,47.92,0,30.1,65.9,ROUTINE,1.138,0.0,0
2026-04-25T12:50:00+00:00,6.25,6.252,1,75,48.03,0,29.4,67.4,ROUTINE,1.144,0.0,0
2026-04-25T12:55:00+00:00,6.463,6.482,1,75,47.96,0,29.5,75.4,ROUTINE,1.153,0.0,0
2026-04-25T13:00:00+00:00,6.54,6.623,1,76,47.57,0,30.9,83.0,ROUTINE,1.152,0.0,0
2026-04-25T13:05:00+00:00,6.594,6.911,1,76,47.42,0,29.9,68.9,ROUTINE,1.144,0.0,0
2026-04-25T13:10:00+00:00,6.256,7.072,1,76,47.32,0,29.7,74.5,ROUTINE,1.152,0.0,0
2026-04-25T13:15:00+00:00,6.083,5.707,1,76,47.95,0,29.2,67.1,ROUTINE,1.148,0.0,0
2026-04-25T13:20:00+00:00,5.963,5.88,1,75,48.28,0,29.1,74.5,ROUTINE,1.157,0.0,0
2026-04-25T13:25:00+00:00,5.814,5.44,1,75,48.5,0,30.3,78.2,ROUTINE,1.153,0.0,0
2026-04-25T13:30:00+00:00,5.696,5.076,1,75,48.78,0,30.8,71.4,ROUTINE,1.143,0.0,0
2026-04-25T13:35:00+00:00,5.428,4.993,1,75,49.0,0,30.5,78.9,ROUTINE,1.153,0.0,0
2026-04-25T13:40:00+00:00,5.532,4.32,1,75,49.51,0,29.5,78.9,ROUTINE,1.16,0.0,0
2026-04-25T13:45:00+00:00,5.765,5.546,1,75,49.32,0,29.4,87.2,ROUTINE,1.17,0.0,0
2026-04-25T13:50:00+00:00,5.818,5.864,1,75,48.88,0,28.2,74.5,ROUTINE,1.165,0.0,0
2026-04-25T13:55:00+00:00,5.994,6.342,1,75,48.77,0,31.5,70.6,ROUTINE,1.138,0.0,0
2026-04-25T14:00:00+00:00,6.088,6.645,1,76,48.45,0,28.1,75.2,ROUTINE,1.167,0.0,0
2026-04-25T14:05:00+00:00,6.157,7.001,1,76,48.28,0,29.3,79.3,ROUTINE,1.163,0.0,0
2026-04-25T14:10:00+00:00,6.159,6.918,1,76,48.14,0,29.0,77.9,ROUTINE,1.164,0.0,0
2026-04-25T14:15:00+00:00,6.233,6.914,1,76,48.14,0,29.5,82.9,ROUTINE,1.166,0.0,0
2026-04-25T14:20:00+00:00,6.277,6.781,1,76,48.01,0,29.6,88.4,ROUTINE,1.171,0.0,0
2026-04-25T14:25:00+00:00,6.361,6.691,1,76,47.91,0,29.5,70.3,ROUTINE,1.153,0.0,0
2026-04-25T14:30:00+00:00,6.159,6.748,1,76,47.76,0,31.2,82.7,ROUTINE,1.154,0.0,0
2026-04-25T14:35:00+00:00,6.223,5.672,1,76,48.13,0,30.9,77.4,ROUTINE,1.151,0.0,0
2026-04-25T14:40:00+00:00,6.269,6.592,1,76,48.02,0,29.7,77.8,ROUTINE,1.16,0.0,0
2026-04-25T14:45:00+00:00,6.187,6.382,1,76,47.93,0,31.8,78.7,ROUTINE,1.146,0.0,0
2026-04-25T14:50:00+00:00,6.412,5.964,1,76,48.09,0,29.2,75.5,ROUTINE,1.161,0.0,0
2026-04-25T14:55:00+00:00,6.506,6.482,1,76,47.66,0,30.0,79.6,ROUTINE,1.159,0.0,0
2026-04-25T15:00:00+00:00,6.558,6.833,1,77,47.49,0,30.3,77.8,ROUTINE,1.155,0.0,0
2026-04-25T15:05:00+00:00,6.683,6.909,1,77,47.39,0,28.4,74.8,ROUTINE,1.165,0.0,0
2026-04-25T15:10:00+00:00,6.652,7.171,1,77,47.15,0,30.8,78.0,ROUTINE,1.152,0.0,0
2026-04-25T15:15:00+00:00,6.669,7.079,1,77,47.22,0,29.6,84.9,ROUTINE,1.167,0.0,0
2026-04-25T15:20:00+00:00,6.533,7.092,1,77,47.18,0,29.9,77.4,ROUTINE,1.157,0.0,0
2026-04-25T15:25:00+00:00,6.565,6.304,1,77,47.44,0,30.0,79.0,ROUTINE,1.158,0.0,0
2026-04-25T15:30:00+00:00,6.624,6.843,1,77,47.39,0,28.2,83.6,ROUTINE,1.175,0.0,0
2026-04-25T15:35:00+00:00,6.894,6.659,1,77,47.27,0,28.5,76.1,ROUTINE,1.164,0.0,0
2026-04-25T15:40:00+00:00,6.937,7.073,1,77,46.77,0,27.9,82.6,ROUTINE,1.175,0.0,0
2026-04-25T15:45:00+00:00,6.942,7.272,1,77,46.68,0,28.6,75.6,ROUTINE,1.163,0.0,0
2026-04-25T15:50:00+00:00,6.777,7.452,1,77,46.68,0,27.9,80.4,ROUTINE,1.173,0.0,0
2026-04-25T15:55:00+00:00,6.62,6.493,1,77,46.98,0,28.8,81.3,ROUTINE,1.166,0.0,0
2026-04-25T16:00:00+00:00,6.55,6.297,1,77,47.27,0,30.0,70.8,ROUTINE,1.147,0.0,0
2026-04-25T16:05:00+00:00,6.258,6.257,1,76,47.41,0,29.0,75.7,ROUTINE,1.159,0.0,0
2026-04-25T16:10:00+00:00,6.149,5.148,1,76,47.96,0,28.5,79.6,ROUTINE,1.166,0.0,0
2026-04-25T16:15:00+00:00,6.032,5.662,1,76,48.16,0,29.3,76.0,ROUTINE,1.156,0.0,0
2026-04-25T16:20:00+00:00,6.006,5.337,1,76,48.37,0,28.9,67.2,ROUTINE,1.149,0.0,0
2026-04-25T16:25:00+00:00,5.791,5.784,1,75,48.43,0,28.9,76.0,ROUTINE,1.158,0.0,0
2026-04-25T16:30:00+00:00,5.792,4.98,1,75,48.83,0,29.1,73.7,ROUTINE,1.154,0.0,0
2026-04-25T16:35:00+00:00,5.821,5.897,1,75,48.82,0,28.7,72.8,ROUTINE,1.155,0.0,0
2026-04-25T16:40:00+00:00,5.811,5.894,1,75,48.78,0,27.7,78.2,ROUTINE,1.167,0.0,0
2026-04-25T16:45:00+00:00,5.945,5.97,1,75,48.8,0,25.9,85.4,ROUTINE,1.186,0.0,0
2026-04-25T16:50:00+00:00,5.929,6.118,1,75,48.54,0,28.4,77.1,ROUTINE,1.16,0.0,0
2026-04-25T16:55:00+00:00,5.991,6.219,1,75,48.58,0,26.8,90.6,ROUTINE,1.183,0.0,0
2026-04-25T17:00:00+00:00,5.978,6.315,1,75,48.46,0,27.5,78.7,ROUTINE,1.166,0.0,0
2026-04-25T17:05:00+00:00,6.005,6.362,1,75,48.48,0,27.2,80.6,ROUTINE,1.169,0.0,0
2026-04-25T17:10:00+00:00,6.034,6.318,1,75,48.42,0,28.8,73.6,ROUTINE,1.15,0.0,0
2026-04-25T17:15:00+00:00,6.077,6.307,1,75,48.37,0,27.4,75.6,ROUTINE,1.161,0.0,0
2026-04-25T17:20:00+00:00,5.997,6.375,1,75,48.3,0,27.6,80.8,ROUTINE,1.164,0.0,0
2026-04-25T17:25:00+00:00,5.878,5.97,1,75,48.45,0,27.0,81.7,ROUTINE,1.169,0.0,0
2026-04-25T17:30:00+00:00,5.87,5.71,1,75,48.67,0,26.7,72.5,ROUTINE,1.16,0.0,0
2026-04-25T17:35:00+00:00,5.835,5.973,1,74,48.68,0,27.5,82.8,ROUTINE,1.165,0.0,0
2026-04-25T17:40:00+00:00,5.863,5.737,1,74,48.75,0,26.6,77.1,ROUTINE,1.164,0.0,0
2026-04-25T17:45:00+00:00,5.736,6.024,1,74,48.69,0,29.5,87.8,ROUTINE,1.154,0.0,0
2026-04-25T17:50:00+00:00,5.646,5.415,1,74,48.93,0,28.4,74.3,ROUTINE,1.148,0.0,0
2026-04-25T17:55:00+00:00,5.533,5.521,1,74,49.11,0,25.4,77.7,ROUTINE,1.17,0.0,0
2026-04-25T18:00:00+00:00,5.763,5.156,1,74,49.31,0,28.4,90.0,ROUTINE,1.162,0.0,0
2026-04-25T18:05:00+00:00,5.508,5.838,1,74,48.9,0,23.9,87.8,ROUTINE,1.189,0.0,0
2026-04-25T18:10:00+00:00,5.428,4.909,1,73,49.37,0,26.2,85.8,ROUTINE,1.17,0.0,0
2026-04-25T18:15:00+00:00,5.45,5.542,1,73,49.52,0,24.5,79.8,ROUTINE,1.175,0.0,0
2026-04-25T18:20:00+00:00,5.612,5.669,1,73,49.47,0,26.5,79.2,ROUTINE,1.159,0.0,0
