timestamp,glucose,true_bg,twin_mean,twin_p95,twin_p5,twin_std,predicted_30m,target_30m
2026-04-10T03:05:00+00:00,10.06,10.6117,9.27,9.27,9.27,0.23,8.59,10.5182
2026-04-10T03:07:30+00:00,10.07,10.6038,9.09,9.09,9.09,0.25,9.25,10.5106
2026-04-10T03:10:00+00:00,10.21,10.5959,9.38,9.38,9.38,0.19,10.66,10.503
2026-04-10T03:12:30+00:00,9.97,10.588,10.09,10.09,10.09,0.25,9.14,10.4954
2026-04-10T03:15:00+00:00,9.88,10.5801,9.32,9.32,9.32,0.18,8.96,10.4878
2026-04-10T03:17:30+00:00,9.88,10.5723,9.2,9.2,9.2,0.18,9.41,10.4803
2026-04-10T03:20:00+00:00,10.16,10.5645,9.4,9.4,9.4,0.18,11.56,10.4728
2026-04-10T03:22:30+00:00,10.48,10.5567,10.52,10.52,10.52,0.41,13.5,10.4653
2026-04-10T03:25:00+00:00,10.67,10.549,11.61,11.61,11.61,0.72,14.13,10.4578
2026-04-10T03:27:30+00:00,10.73,10.5413,12.09,12.09,12.09,0.83,13.65,10.4504
2026-04-10T03:30:00+00:00,10.97,10.5335,12.0,12.0,12.0,0.77,14.39,10.443
2026-04-10T03:32:30+00:00,11.05,10.5259,12.52,12.52,12.52,0.89,13.88,10.4356
2026-04-10T03:35:00+00:00,10.92,10.5182,12.4,12.4,12.4,0.81,12.06,10.4282
2026-04-10T03:37:30+00:00,11.21,10.5106,11.56,11.56,11.56,0.52,13.42,10.4209
2026-04-10T03:40:00+00:00,11.56,10.503,12.32,12.32,12.32,0.71,14.96,10.4136
2026-04-10T03:42:30+00:00,11.22,10.4954,13.22,13.22,13.22,0.93,11.51,10.4063
2026-04-10T03:45:00+00:00,10.78,10.4878,11.55,11.55,11.55,0.4,8.14,10.399
2026-04-10T03:47:30+00:00,10.5,10.4803,9.77,9.77,9.77,0.26,6.68,10.3917
2026-04-10T03:50:00+00:00,10.25,10.4728,8.87,8.87,8.87,0.48,5.78,10.3845
2026-04-10T03:52:30+00:00,10.2,10.4653,8.21,8.21,8.21,0.65,6.59,10.3773
2026-04-10T03:55:00+00:00,10.08,10.4578,8.43,8.43,8.43,0.54,6.79,10.3701
2026-04-10T03:57:30+00:00,10.11,10.4504,8.37,8.37,8.37,0.52,7.98,10.3629
2026-04-10T04:00:00+00:00,10.52,10.443,8.85,8.85,8.85,0.35,11.45,10.3558
2026-04-10T04:02:30+00:00,10.48,10.4356,10.59,10.59,10.59,0.3,11.24,10.3487
2026-04-10T04:05:00+00:00,10.7,10.4282,10.53,10.53,10.53,0.29,12.69,10.3416
2026-04-10T04:07:30+00:00,10.41,10.4209,11.34,11.34,11.34,0.51,10.42,10.3345
2026-04-10T04:10:00+00:00,10.15,10.4136,10.24,10.24,10.24,0.22,8.74,10.3274
2026-04-10T04:12:30+00:00,9.86,10.4063,9.36,9.36,9.36,0.2,7.23,10.3204
2026-04-10T04:15:00+00:00,9.87,10.399,8.5,8.5,8.5,0.38,8.07,10.3134
2026-04-10T04:17:30+00:00,10.06,10.3917,8.82,8.82,8.82,0.27,9.92,10.3064
2026-04-10T04:20:00+00:00,10.07,10.3845,9.72,9.72,9.72,0.18,10.24,10.2995
2026-04-10T04:22:30+00:00,10.0,10.3773,9.89,9.89,9.89,0.21,9.85,10.2925
2026-04-10T04:25:00+00:00,10.06,10.3701,9.7,9.7,9.7,0.19,10.46,10.2856
2026-04-10T04:27:30+00:00,10.07,10.3629,10.02,10.02,10.02,0.25,10.5,10.2787
2026-04-10T04:30:00+00:00,10.2,10.3558,10.07,10.07,10.07,0.27,11.34,10.2718
2026-04-10T04:32:30+00:00,10.14,10.3487,10.53,10.53,10.53,0.39,10.74,10.265
2026-04-10T04:35:00+00:00,10.03,10.3416,10.27,10.27,10.27,0.31,9.84,10.2581
2026-04-10T04:37:30+00:00,9.86,10.3345,9.83,9.83,9.83,0.2,8.79,10.2513
2026-04-10T04:40:00+00:00,10.24,10.3274,9.26,9.26,9.26,0.16,11.63,10.2445
2026-04-10T04:42:30+00:00,10.05,10.3204,10.71,10.71,10.71,0.44,10.0,10.2378
2026-04-10T04:45:00+00:00,10.11,10.3134,9.92,9.92,9.92,0.22,10.45,10.231
2026-04-10T04:47:30+00:00,10.3,10.3064,10.15,10.15,10.15,0.27,11.6,10.2243
2026-04-10T04:50:00+00:00,10.62,10.2995,10.77,10.77,10.77,0.43,13.4,10.2176
2026-04-10T04:52:30+00:00,10.66,10.2925,11.78,11.78,11.78,0.71,12.9,10.2109
2026-04-10T04:55:00+00:00,10.49,10.2856,11.64,11.64,11.64,0.64,11.11,10.2042
2026-04-10T04:57:30+00:00,10.31,10.2787,10.8,10.8,10.8,0.37,9.54,10.1976
2026-04-10T05:00:00+00:00,10.11,10.2718,9.99,9.99,9.99,0.17,8.25,10.191
2026-04-10T05:02:30+00:00,10.33,10.265,9.27,9.27,9.27,0.2,10.14,10.1844
2026-04-10T05:05:00+00:00,10.08,10.2581,10.18,10.18,10.18,0.2,8.45,10.1778
2026-04-10T05:07:30+00:00,10.28,10.2513,9.28,9.28,9.28,0.2,10.15,10.1712
2026-04-10T05:10:00+00:00,10.37,10.2445,10.09,10.09,10.09,0.19,10.8,10.1647
2026-04-10T05:12:30+00:00,10.48,10.2378,10.43,10.43,10.43,0.27,11.46,10.1582
2026-04-10T05:15:00+00:00,10.38,10.231,10.8,10.8,10.8,0.36,10.56,10.1517
2026-04-10T05:17:30+00:00,10.41,10.2243,10.37,10.37,10.37,0.24,10.65,10.1452
2026-04-10T05:20:00+00:00,10.17,10.2176,10.43,10.43,10.43,0.25,8.95,10.1387
2026-04-10T05:22:30+00:00,9.88,10.2109,9.54,9.54,9.54,0.15,7.32,10.1323
2026-04-10T05:25:00+00:00,9.78,10.2042,8.63,8.63,8.63,0.35,7.32,10.1259
2026-04-10T05:27:30+00:00,9.57,10.1976,8.51,8.51,8.51,0.36,6.63,10.1195
2026-04-10T05:30:00+00:00,9.44,10.191,8.03,8.03,8.03,0.47,6.66,10.1131
2026-04-10T05:32:30+00:00,8.98,10.1844,7.92,7.92,7.92,0.46,4.67,10.1068
2026-04-10T05:35:00+00:00,9.1,10.1778,6.67,6.67,6.67,0.79,6.67,10.1004
2026-04-10T05:37:30+00:00,9.48,10.1712,7.61,7.61,7.61,0.45,10.17,10.0941
2026-04-10T05:40:00+00:00,9.89,10.1647,9.36,9.36,9.36,0.19,13.07,10.0878
2026-04-10T05:42:30+00:00,10.05,10.1582,10.93,10.93,10.93,0.63,13.59,10.0815
2026-04-10T05:45:00+00:00,10.2,10.1517,11.37,11.37,11.37,0.74,13.87,10.0753
2026-04-10T05:47:30+00:00,10.37,10.1452,11.68,11.68,11.68,0.81,14.11,10.069
2026-04-10T05:50:00+00:00,10.35,10.1387,11.98,11.98,11.98,0.86,12.97,10.0628
2026-04-10T05:52:30+00:00,10.45,10.1323,11.55,11.55,11.55,0.69,12.8,10.0566
2026-04-10T05:55:00+00:00,10.54,10.1259,11.58,11.58,11.58,0.66,12.54,10.0504
2026-04-10T05:57:30+00:00,10.27,10.1195,11.54,11.54,11.54,0.61,10.03,10.0443
2026-04-10T06:00:00+00:00,9.84,10.1131,10.24,10.24,10.24,0.38,6.94,10.0381
2026-04-10T06:02:30+00:00,9.67,10.1068,8.6,8.6,8.6,0.31,6.36,10.032
2026-04-10T06:05:00+00:00,9.16,10.1004,8.14,8.14,8.14,0.4,3.85,10.0259
2026-04-10T06:07:30+00:00,8.78,10.0941,6.57,6.57,6.57,0.8,2.77,10.0198
2026-04-10T06:10:00+00:00,8.65,10.0878,5.73,5.73,5.73,0.99,3.62,10.0138
2026-04-10T06:12:30+00:00,8.72,10.0815,5.91,5.91,5.91,0.86,5.5,10.0077
2026-04-10T06:15:00+00:00,8.6,10.0753,6.77,6.77,6.77,0.55,5.92,10.0017
2026-04-10T06:17:30+00:00,8.43,10.069,6.86,6.86,6.86,0.47,5.89,9.9957
2026-04-10T06:20:00+00:00,8.74,10.0628,6.73,6.73,6.73,0.46,9.1,9.9897
2026-04-10T06:22:30+00:00,9.48,10.0566,8.33,8.33,8.33,0.26,14.37,9.9837
2026-04-10T06:25:00+00:00,9.92,10.0504,11.14,11.14,11.14,1.02,16.23,9.9777
2026-04-10T06:27:30+00:00,10.04,10.0443,12.47,12.47,12.47,1.38,15.6,9.9718
2026-04-10T06:30:00+00:00,10.49,10.0381,12.44,12.44,12.44,1.32,17.01,9.9658
2026-04-10T06:32:30+00:00,10.54,10.032,13.47,13.47,13.47,1.56,15.51,9.9598
2026-04-10T06:35:00+00:00,10.3,10.0259,12.97,12.97,12.97,1.32,12.46,9.9539
2026-04-10T06:37:30+00:00,10.02,10.0198,11.49,11.49,11.49,0.82,9.58,9.9479
2026-04-10T06:40:00+00:00,9.73,10.0138,10.05,10.05,10.05,0.37,7.33,9.942
2026-04-10T06:42:30+00:00,9.66,10.0077,8.83,8.83,8.83,0.22,7.16,9.9361
2026-04-10T06:45:00+00:00,9.7,10.0017,8.61,8.61,8.61,0.25,7.84,9.9301
2026-04-10T06:47:30+00:00,9.78,9.9957,8.84,8.84,8.84,0.22,8.71,9.9242
2026-04-10T06:50:00+00:00,10.11,9.9897,9.21,9.21,9.21,0.21,11.12,9.9183
2026-04-10T06:52:30+00:00,9.85,9.9837,10.42,10.42,10.42,0.46,9.12,9.9124
2026-04-10T06:55:00+00:00,9.82,9.9777,9.42,9.42,9.42,0.23,9.01,9.9065
2026-04-10T06:57:30+00:00,9.78,9.9718,9.32,9.32,9.32,0.21,8.97,9.9006
2026-04-10T07:00:00+00:00,9.67,9.9658,9.27,9.27,9.27,0.21,8.39,9.8947
2026-04-10T07:02:30+00:00,9.67,9.9598,8.92,8.92,8.92,0.2,8.76,9.8888
2026-04-10T07:05:00+00:00,9.62,9.9539,9.06,9.06,9.06,0.2,8.75,9.883
2026-04-10T07:07:30+00:00,9.52,9.9479,9.01,9.01,9.01,0.19,8.35,9.8771
2026-04-10T07:10:00+00:00,9.45,9.942,8.76,8.76,8.76,0.2,8.27,9.8712
2026-04-10T07:12:30+00:00,10.07,9.9361,8.67,8.67,8.67,0.2,12.82,9.8654
2026-04-10T07:15:00+00:00,10.04,9.9301,11.02,11.02,11.02,0.69,12.05,9.8595
2026-04-10T07:17:30+00:00,9.75,9.9242,10.75,10.75,10.75,0.59,9.63,9.8537
2026-04-10T07:20:00+00:00,9.38,9.9183,9.57,9.57,9.57,0.26,7.14,9.8479
2026-04-10T07:22:30+00:00,9.14,9.9124,8.25,8.25,8.25,0.28,6.12,9.842
2026-04-10T07:25:00+00:00,8.89,9.9065,7.61,7.61,7.61,0.42,5.23,9.8362
2026-04-10T07:27:30+00:00,8.68,9.9006,7.0,7.0,7.0,0.55,4.92,9.8304
2026-04-10T07:30:00+00:00,8.52,9.8947,6.67,6.67,6.67,0.61,5.03,9.8246
2026-04-10T07:32:30+00:00,8.74,9.8888,6.57,6.57,6.57,0.59,7.67,9.8188
2026-04-10T07:35:00+00:00,9.05,9.883,7.81,7.81,7.81,0.22,10.34,9.813
2026-04-10T07:37:30+00:00,9.3,9.8771,9.18,9.18,9.18,0.35,12.0,9.8072
2026-04-10T07:40:00+00:00,9.75,9.8712,10.13,10.13,10.13,0.62,14.41,9.8015
2026-04-10T07:42:30+00:00,9.89,9.8654,11.62,11.62,11.62,1.03,14.23,9.7957
2026-04-10T07:45:00+00:00,9.71,9.8595,11.75,11.75,11.75,1.03,11.97,9.7899
2026-04-10T07:47:30+00:00,9.38,9.8537,10.69,10.69,10.69,0.67,9.06,9.7842
2026-04-10T07:50:00+00:00,9.35,9.8479,9.26,9.26,9.26,0.25,8.8,9.7784
2026-04-10T07:52:30+00:00,9.74,9.842,9.1,9.1,9.1,0.2,11.37,9.7727
2026-04-10T07:55:00+00:00,9.9,9.8362,10.42,10.42,10.42,0.54,11.89,9.7669
2026-04-10T07:57:30+00:00,10.11,9.8304,10.76,10.76,10.76,0.61,12.63,9.7612
2026-04-10T08:00:00+00:00,10.31,9.8246,11.24,11.24,11.24,0.72,13.14,9.7497
2026-04-10T08:02:30+00:00,10.08,9.8188,11.62,11.62,11.62,0.79,10.66,9.744
2026-04-10T08:05:00+00:00,10.03,9.813,10.44,10.44,10.44,0.4,9.93,9.7383
2026-04-10T08:07:30+00:00,10.11,9.8072,10.07,10.07,10.07,0.28,10.25,9.7326
2026-04-10T08:10:00+00:00,10.04,9.8015,10.22,10.22,10.22,0.3,9.54,9.7269
2026-04-10T08:12:30+00:00,9.82,9.7957,9.84,9.84,9.84,0.19,8.01,9.7212
2026-04-10T08:15:00+00:00,9.91,9.7899,9.01,9.01,9.01,0.19,8.92,9.7156
2026-04-10T08:17:30+00:00,9.98,9.7842,9.4,9.4,9.4,0.14,9.59,9.7099
2026-04-10T08:20:00+00:00,9.79,9.7784,9.7,9.7,9.7,0.16,8.34,9.7042
2026-04-10T08:22:30+00:00,9.62,9.7727,9.03,9.03,9.03,0.17,7.59,9.6986
2026-04-10T08:25:00+00:00,9.82,9.7669,8.56,8.56,8.56,0.27,9.5,9.6929
2026-04-10T08:27:30+00:00,9.95,9.7612,9.48,9.48,9.48,0.14,10.47,9.6873
2026-04-10T08:32:30+00:00,9.78,9.7497,9.61,9.61,9.61,0.16,9.39,9.6816
2026-04-10T08:35:00+00:00,9.53,9.744,9.44,9.44,9.44,0.13,7.82,9.676
2026-04-10T08:37:30+00:00,9.41,9.7383,8.59,8.59,8.59,0.23,7.56,9.6703
2026-04-10T08:40:00+00:00,9.2,9.7326,8.38,8.38,8.38,0.27,6.68,9.6277
2026-04-10T08:42:30+00:00,9.14,9.7269,7.84,7.84,7.84,0.4,7.08,9.4994
2026-04-10T08:45:00+00:00,8.71,9.7212,7.94,7.94,7.94,0.34,4.91,9.1495
2026-04-10T08:47:30+00:00,8.36,9.7156,6.71,6.71,6.71,0.67,3.94,8.3033
2026-04-10T08:50:00+00:00,8.18,9.7099,5.94,5.94,5.94,0.84,4.16,6.5802
2026-04-10T08:52:30+00:00,8.12,9.7042,5.86,5.86,5.86,0.8,5.04,5.2085
2026-04-10T08:55:00+00:00,8.36,9.6986,6.24,6.24,6.24,0.63,7.88,4.1038
2026-04-10T08:57:30+00:00,8.75,9.6929,7.61,7.61,7.61,0.18,11.06,3.1826
2026-04-10T09:00:00+00:00,9.09,9.6873,9.28,9.28,9.28,0.39,13.15,2.5792
2026-04-10T09:02:30+00:00,9.85,9.6816,10.51,10.51,10.51,0.75,17.22,2.2481
2026-04-10T09:05:00+00:00,10.24,9.676,12.98,12.98,12.98,1.46,18.01,2.2
2026-04-10T09:07:30+00:00,10.37,9.6703,2.52,3.26,2.2,2.53,16.71,2.2
2026-04-10T09:10:00+00:00,9.92,9.6277,2.61,3.24,2.2,2.56,11.96,2.2
2026-04-10T09:12:30+00:00,9.57,9.4994,2.2,2.2,2.2,2.25,8.7,2.231
2026-04-10T09:15:00+00:00,9.14,9.1495,2.2,2.2,2.2,2.1,5.59,2.2356
2026-04-10T09:17:30+00:00,9.02,8.3033,2.2,2.2,2.2,1.87,5.37,2.2577
2026-04-10T09:20:00+00:00,9.2,6.5802,2.2,2.2,2.2,1.84,7.27,2.2939
2026-04-10T09:22:30+00:00,8.93,5.2085,2.74,4.27,2.2,2.42,5.93,2.3422
2026-04-10T09:25:00+00:00,7.8,4.1038,2.24,2.37,2.2,2.61,2.2,2.4009
2026-04-10T09:27:30+00:00,6.3,3.1826,2.2,2.2,2.2,2.2,2.2,2.4687
2026-04-10T09:30:00+00:00,4.58,2.5792,2.2,2.2,2.2,1.77,2.2,2.5446
2026-04-10T09:32:30+00:00,3.19,2.2481,2.2,2.2,2.2,1.05,2.2,2.6276
2026-04-10T09:35:00+00:00,2.1,2.2,2.2,2.2,2.2,0.59,2.2,2.7167
2026-04-10T09:37:30+00:00,1.54,2.2,2.2,2.2,2.2,0.37,2.2,2.8112
2026-04-10T09:40:00+00:00,1.27,2.2,2.2,2.2,2.2,0.24,2.2,2.9104
2026-04-10T09:42:30+00:00,1.27,2.231,2.2,2.2,2.2,0.23,2.2,3.0135
2026-04-10T09:45:00+00:00,1.51,2.2356,2.2,2.2,2.2,0.21,2.2,3.1199
2026-04-10T09:47:30+00:00,1.82,2.2577,2.2,2.2,2.2,0.26,4.27,3.2291
2026-04-10T09:50:00+00:00,2.12,2.2939,2.2,2.2,2.2,0.32,7.56,3.3406
2026-04-10T09:52:30+00:00,2.4,2.3422,2.2,2.2,2.2,0.43,9.36,3.4537
2026-04-10T09:55:00+00:00,2.61,2.4009,2.21,2.26,2.2,0.43,10.1,3.5682
2026-04-10T09:57:30+00:00,2.9,2.4687,2.21,2.23,2.2,0.45,10.85,3.6836
2026-04-10T10:00:00+00:00,2.97,2.5446,2.53,3.83,2.2,0.58,9.71,3.9196
2026-04-10T10:02:30+00:00,3.02,2.6276,2.53,3.83,2.2,0.57,8.51,4.1559
2026-04-10T10:05:00+00:00,3.09,2.7167,2.61,3.84,2.2,0.56,7.5,4.3921
2026-04-10T10:07:30+00:00,2.96,2.8112,2.45,3.44,2.2,0.57,5.48,4.6274
2026-04-10T10:10:00+00:00,2.84,2.9104,2.2,2.22,2.2,0.52,3.73,4.8615
2026-04-10T10:12:30+00:00,2.72,3.0135,2.2,2.2,2.2,0.57,2.42,5.0938
2026-04-10T10:15:00+00:00,2.62,3.1199,2.2,2.2,2.2,0.45,2.2,5.324
2026-04-10T10:17:30+00:00,2.62,3.2291,2.2,2.2,2.2,0.49,2.2,5.5517
2026-04-10T10:20:00+00:00,2.94,3.3406,2.2,2.2,2.2,0.48,3.79,5.7766
2026-04-10T10:22:30+00:00,2.93,3.4537,2.21,2.25,2.2,0.56,3.43,5.9984
2026-04-10T10:25:00+00:00,2.75,3.5682,2.21,2.26,2.2,0.58,2.2,6.2169
2026-04-10T10:27:30+00:00,2.62,3.6836,2.2,2.2,2.2,0.52,2.2,6.4318
2026-04-10T10:30:00+00:00,2.65,3.9196,2.2,2.2,2.2,0.56,2.2,6.6429
2026-04-10T10:32:30+00:00,2.98,4.1559,2.2,2.2,2.2,0.44,4.09,6.8501
2026-04-10T10:35:00+00:00,3.26,4.3921,2.3,2.9,2.2,0.58,5.68,7.0532
2026-04-10T10:37:30+00:00,3.23,4.6274,2.58,3.97,2.2,0.62,4.78,7.2522
2026-04-10T10:40:00+00:00,3.61,4.8615,2.52,3.45,2.2,0.57,6.85,7.4468
2026-04-10T10:42:30+00:00,4.18,5.0938,2.74,4.3,2.2,0.63,9.5,7.6371
2026-04-10T10:45:00+00:00,4.62,5.324,4.75,6.35,2.59,0.83,10.8,7.823
2026-04-10T10:47:30+00:00,5.03,5.5517,5.66,7.74,4.33,0.97,11.57,8.0045
2026-04-10T10:50:00+00:00,5.42,5.7766,6.56,7.65,4.7,1.11,11.96,8.1814
2026-04-10T10:52:30+00:00,5.54,5.9984,7.84,9.24,6.48,1.25,10.46,8.3539
2026-04-10T10:55:00+00:00,5.58,6.2169,6.56,8.19,5.1,0.98,8.8,8.5218
2026-04-10T10:57:30+00:00,5.53,6.4318,6.07,7.59,4.78,0.82,7.04,8.6852
2026-04-10T11:00:00+00:00,5.4,6.6429,5.58,6.99,4.02,0.71,5.08,8.8438
2026-04-10T11:02:30+00:00,5.57,6.8501,4.62,6.47,3.11,0.71,5.67,8.9978
2026-04-10T11:05:00+00:00,5.87,7.0532,4.58,5.9,3.8,0.76,7.09,9.1472
2026-04-10T11:07:30+00:00,6.07,7.2522,5.45,6.52,3.52,0.67,7.62,9.2921
2026-04-10T11:10:00+00:00,6.46,7.4468,5.79,7.4,3.99,0.7,9.34,9.4324
2026-04-10T11:12:30+00:00,6.82,7.6371,6.8,8.45,5.55,0.68,10.46,9.5684
2026-04-10T11:15:00+00:00,7.23,7.823,7.4,8.87,5.93,0.71,11.72,9.6999
2026-04-10T11:17:30+00:00,7.43,8.0045,8.98,11.01,6.73,0.95,11.42,9.8272
2026-04-10T11:20:00+00:00,7.65,8.1814,8.9,10.53,7.33,0.85,11.25,9.9502
2026-04-10T11:22:30+00:00,7.52,8.3539,8.87,9.8,7.39,0.79,8.99,10.069
2026-04-10T11:25:00+00:00,7.58,8.5218,7.9,8.94,6.84,0.57,8.43,10.1837
2026-04-10T11:27:30+00:00,8.16,8.6852,7.82,8.92,6.18,0.62,11.53,10.2941
2026-04-10T11:30:00+00:00,8.35,8.8438,9.26,10.45,8.44,0.69,11.44,10.3527
2026-04-10T11:32:30+00:00,8.35,8.9978,9.36,10.61,7.96,0.72,10.11,10.4085
2026-04-10T11:35:00+00:00,8.56,9.1472,9.17,10.38,7.38,0.64,10.52,10.4617
2026-04-10T11:37:30+00:00,8.55,9.2921,9.47,10.65,7.73,0.61,9.45,10.5123
2026-04-10T11:40:00+00:00,8.52,9.4324,8.8,9.69,7.43,0.52,8.53,10.5604
2026-04-10T11:42:30+00:00,8.99,9.5684,8.53,10.19,6.42,0.56,11.19,10.6061
2026-04-10T11:45:00+00:00,9.33,9.6999,9.88,11.46,8.46,0.6,12.51,10.6494
2026-04-10T11:47:30+00:00,9.62,9.8272,10.93,12.53,9.58,0.81,13.24,10.6904
2026-04-10T11:50:00+00:00,9.78,9.9502,11.51,12.74,10.08,0.87,12.98,10.7293
2026-04-10T11:52:30+00:00,9.98,10.069,11.34,12.81,9.57,0.81,13.02,10.766
2026-04-10T11:55:00+00:00,10.18,10.1837,11.27,12.58,9.77,0.75,13.08,10.8007
2026-04-10T11:57:30+00:00,10.28,10.2941,11.59,13.0,10.05,0.79,12.51,10.8334
2026-04-10T12:00:00+00:00,10.41,10.3527,11.16,12.12,10.27,0.62,12.28,10.8643
2026-04-10T12:02:30+00:00,10.31,10.4085,11.56,12.47,10.86,0.68,10.59,10.8933
2026-04-10T12:05:00+00:00,10.17,10.4617,10.41,11.11,9.8,0.43,9.1,10.9205
2026-04-10T12:07:30+00:00,10.34,10.5123,10.06,11.01,8.96,0.38,10.12,10.9204
2026-04-10T12:10:00+00:00,10.14,10.5604,10.25,11.06,9.41,0.39,8.48,10.8598
2026-04-10T12:12:30+00:00,10.08,10.6061,9.42,10.35,8.74,0.43,8.25,10.6447
2026-04-10T12:15:00+00:00,9.97,10.6494,9.51,10.21,8.45,0.4,7.76,10.0861
2026-04-10T12:17:30+00:00,9.88,10.6904,8.98,9.71,7.89,0.47,7.63,8.9222
2026-04-10T12:20:00+00:00,9.46,10.7293,8.71,9.49,7.94,0.52,5.33,7.0572
2026-04-10T12:22:30+00:00,9.73,10.766,7.5,8.29,6.71,0.78,8.27,5.6295
2026-04-10T12:25:00+00:00,10.2,10.8007,9.03,9.9,8.05,0.4,11.86,4.379
2026-04-10T12:27:30+00:00,10.37,10.8334,10.6,11.34,9.75,0.48,12.76,3.9678
2026-04-10T12:30:00+00:00,10.46,10.8643,11.41,12.21,10.64,0.67,12.8,3.7415
2026-04-10T12:32:30+00:00,10.72,10.8933,11.72,12.29,11.16,0.7,13.95,3.6312
2026-04-10T12:35:00+00:00,10.65,10.9205,2.55,3.65,2.2,2.81,12.63,3.5862
2026-04-10T12:37:30+00:00,10.86,10.9204,2.32,2.79,2.2,2.82,13.36,3.5777
2026-04-10T12:40:00+00:00,11.26,10.8598,2.52,3.43,2.2,2.87,15.26,3.5478
2026-04-10T12:42:30+00:00,11.47,10.6447,3.64,5.17,2.2,2.94,15.25,3.5332
2026-04-10T12:45:00+00:00,11.87,10.0861,3.77,5.3,2.39,3.0,16.61,3.53
2026-04-10T12:47:30+00:00,11.55,8.9222,4.77,5.83,3.42,2.9,12.99,3.5358
2026-04-10T12:50:00+00:00,11.1,7.0572,7.81,9.58,6.26,1.89,9.18,3.5492
2026-04-10T12:52:30+00:00,10.04,5.6295,5.84,7.73,4.02,2.55,2.44,3.5693
2026-04-10T12:55:00+00:00,8.62,4.379,2.59,3.4,2.2,3.11,2.2,3.6239
2026-04-10T12:57:30+00:00,6.79,3.9678,2.2,2.2,2.2,2.9,2.2,3.6828
2026-04-10T13:00:00+00:00,4.74,3.7415,2.2,2.2,2.2,2.07,2.2,3.7454
2026-04-10T13:02:30+00:00,3.46,3.6312,2.2,2.2,2.2,1.31,2.2,3.8114
2026-04-10T13:05:00+00:00,2.72,3.5862,2.2,2.2,2.2,0.87,2.2,3.9528
2026-04-10T13:07:30+00:00,2.16,3.5777,2.2,2.2,2.2,0.62,2.2,4.099
2026-04-10T13:10:00+00:00,1.85,3.5478,2.2,2.2,2.2,0.47,2.2,4.2489
2026-04-10T13:12:30+00:00,1.84,3.5332,2.2,2.2,2.2,0.36,2.2,4.4019
2026-04-10T13:15:00+00:00,2.15,3.53,2.2,2.2,2.2,0.39,2.2,4.5573
2026-04-10T13:17:30+00:00,2.61,3.5358,2.2,2.2,2.2,0.51,6.87,4.7144
2026-04-10T13:20:00+00:00,2.93,3.5492,2.2,2.2,2.2,0.62,9.92,4.8728
2026-04-10T13:22:30+00:00,3.19,3.5693,2.2,2.2,2.2,0.69,11.29,5.0318
2026-04-10T13:25:00+00:00,3.38,3.6239,2.27,2.5,2.2,0.74,11.67,5.1911
2026-04-10T13:27:30+00:00,3.62,3.6828,2.42,3.3,2.2,0.79,11.88,5.3501
2026-04-10T13:30:00+00:00,3.81,3.7454,2.72,3.72,2.2,0.86,11.45,5.5086
2026-04-10T13:32:30+00:00,3.64,3.8114,3.4,4.6,2.2,0.88,8.51,5.6661
2026-04-10T13:35:00+00:00,3.55,3.9528,2.5,3.55,2.2,0.85,6.73,5.8224
2026-04-10T13:37:30+00:00,3.86,4.099,2.29,2.74,2.2,0.87,7.79,5.9771
2026-04-10T13:40:00+00:00,4.18,4.2489,2.45,3.28,2.2,0.92,8.5,6.1301
2026-04-10T13:42:30+00:00,4.68,4.4019,3.16,4.35,2.2,0.93,10.28,6.281
2026-04-10T13:45:00+00:00,4.91,4.5573,3.91,5.32,2.66,1.01,9.99,6.4298
2026-04-10T13:47:30+00:00,4.97,4.7144,4.12,5.08,3.03,1.05,8.53,6.5762
2026-04-10T13:50:00+00:00,5.19,4.8728,3.73,5.77,2.38,1.06,8.46,6.72
2026-04-10T13:52:30+00:00,5.24,5.0318,3.76,5.01,2.39,1.11,7.47,6.8612
2026-04-10T13:55:00+00:00,5.03,5.1911,3.52,4.57,2.68,1.19,4.89,6.9997
2026-04-10T13:57:30+00:00,4.89,5.3501,2.61,4.01,2.2,1.3,3.41,7.1353
2026-04-10T14:00:00+00:00,5.2,5.5086,2.29,2.68,2.2,1.36,5.37,7.268
2026-04-10T14:02:30+00:00,5.33,5.6661,2.96,4.27,2.2,1.26,5.8,7.3977
2026-04-10T14:05:00+00:00,5.76,5.8224,3.32,4.51,2.2,1.23,8.25,7.5243
2026-04-10T14:07:30+00:00,5.97,5.9771,4.53,5.92,2.84,1.13,8.71,7.6478
2026-04-10T14:10:00+00:00,6.22,6.1301,4.76,5.97,3.14,1.11,9.33,7.7683
2026-04-10T14:12:30+00:00,6.52,6.281,5.29,6.63,4.29,1.1,10.18,7.8856
2026-04-10T14:15:00+00:00,6.64,6.4298,6.36,7.6,5.22,1.0,9.61,7.9998
2026-04-10T14:17:30+00:00,6.45,6.5762,6.47,7.95,4.59,0.95,7.17,8.1108
2026-04-10T14:20:00+00:00,6.25,6.72,4.89,5.83,4.08,1.22,5.21,8.2187
2026-04-10T14:22:30+00:00,6.17,6.8612,4.64,5.84,3.56,1.14,4.49,8.3236
2026-04-10T14:25:00+00:00,5.91,6.9997,3.66,4.92,2.27,1.42,2.87,8.4253
2026-04-10T14:27:30+00:00,5.95,7.1353,3.24,4.13,2.2,1.48,3.7,8.5239
2026-04-10T14:30:00+00:00,6.05,7.268,3.27,4.14,2.47,1.46,4.79,8.6194
